"source_id","media_id","media","source_url","source_type","crawl_method","ok","status","fix_group","category","attempts","articles","discovered","attempted","detail_failures","inserted","updated","duplicated","invalid","failed","identity_mismatches","error_code","evidence","report","log"
"3fdfe6a8-6696-4809-812a-492d82ff0dde","169e4529-b024-4959-8321-a74c79a2df7a","石家庄日报","http://www.sjzdaily.com.cn/index.shtml","website","html","false","failed","原有/共用规则","WAF/403/412/访问拒绝","1","0","0","0","0","0","0","0","0","0","","empty_list","[32m2026-09-24 13:41:35[0m | [33m[1mWARNING [0m | [fetch] http 失败，准备 playwright: http://www.sjzdaily.com.cn/index.shtml -> Client error '412 Precondition Failed' for url 'http://www.sjzdaily.com.cn/index.shtml'","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-3fdfe6a8-6696-4809-812a-492d82ff0dde-e185ab79-7dc3-43bf-b5fc-be9993851013.json","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-3fdfe6a8-6696-4809-812a-492d82ff0dde-e185ab79-7dc3-43bf-b5fc-be9993851013.log"
"da79ced7-4887-446c-9dc2-2895e715a96f","707fa244-d7da-4d3d-8b43-60c808f8aa66","吉林广播电视台","http://www.jlntv.cn","website","html","false","failed","原有/共用规则","未提取到列表链接（未证明当天无更新）","1","0","0","0","0","0","0","0","0","0","","empty_list","[32m2026-09-24 13:41:35[0m | [33m[1mWARNING [0m | [fetch] http 内容不足/疑似空壳，改用 playwright: http://www.jlntv.cn","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-da79ced7-4887-446c-9dc2-2895e715a96f-bf024130-d20f-4241-a91a-3dcb3364f5db.json","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-da79ced7-4887-446c-9dc2-2895e715a96f-bf024130-d20f-4241-a91a-3dcb3364f5db.log"
"c0dad72d-5215-493a-a9c5-0bff27c90ce2","d1f805e3-cf00-434b-99e1-a025a7c50ee4","辽宁日报","http://epaper.lnd.com.cn","website","html","false","failed","原有/共用规则","未提取到列表链接（未证明当天无更新）","1","0","0","0","0","0","0","0","0","0","","empty_list","","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-c0dad72d-5215-493a-a9c5-0bff27c90ce2-9a909904-80de-47ee-9338-921e4bb78553.json","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-c0dad72d-5215-493a-a9c5-0bff27c90ce2-9a909904-80de-47ee-9338-921e4bb78553.log"
"28e2c835-3f34-4ced-8994-c294c31c7145","4bece79e-7ee1-4d58-aa7b-72dabc6ba517","中国文化报","http://www.ccdy.cn","website","html","false","failed","原有/共用规则","未提取到列表链接（未证明当天无更新）","1","0","0","0","0","0","0","0","0","0","","empty_list","[32m2026-09-24 13:41:57[0m | [33m[1mWARNING [0m | [fetch] http 内容不足/疑似空壳，改用 playwright: http://www.ccdy.cn","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-28e2c835-3f34-4ced-8994-c294c31c7145-c2fae966-d0ae-4b0d-ab32-e91fb18104cf.json","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-28e2c835-3f34-4ced-8994-c294c31c7145-c2fae966-d0ae-4b0d-ab32-e91fb18104cf.log"
"ca50c4a4-7682-4d85-94a6-03abdd1e8e43","d1f805e3-cf00-434b-99e1-a025a7c50ee4","辽宁日报","http://epaper.lnd.com.cn","website","html","false","failed","原有/共用规则","未提取到列表链接（未证明当天无更新）","1","0","0","0","0","0","0","0","0","0","","empty_list","","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-ca50c4a4-7682-4d85-94a6-03abdd1e8e43-1932991d-bc37-4f98-9335-e4bc25b8ff4f.json","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-ca50c4a4-7682-4d85-94a6-03abdd1e8e43-1932991d-bc37-4f98-9335-e4bc25b8ff4f.log"
"9a8d571d-6584-411f-97c3-4c46a1defc32","03726bf2-e039-4b23-9cd7-796cb5817afe","广西日报","https://www.gxnews.com.cn/","website","html","false","failed","原有/共用规则","WAF/403/412/访问拒绝","1","0","0","0","0","0","0","0","0","0","","empty_list","[32m2026-09-24 13:41:57[0m | [33m[1mWARNING [0m | [fetch] http 失败，准备 playwright: https://www.gxnews.com.cn/ -> Client error '412 Precondition Failed' for url 'https://www.gxnews.com.cn/'","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-9a8d571d-6584-411f-97c3-4c46a1defc32-3ae6c777-9890-4fa3-8d1d-2d29b8040af3.json","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-9a8d571d-6584-411f-97c3-4c46a1defc32-3ae6c777-9890-4fa3-8d1d-2d29b8040af3.log"
"1aa8154a-3961-472a-8cb1-5690800b50c5","8a831626-f04f-4869-9261-6e8e0cd00ad1","常德市广播电视台","http://www.cdtv.com.cn","website","html","false","failed","原有/共用规则","HTTP 5xx（站点或代理）","1","0","0","0","0","0","0","0","0","0","","empty_list","[32m2026-09-24 13:42:19[0m | [33m[1mWARNING [0m | [fetch] http 失败，准备 playwright: http://www.cdtv.com.cn -> Server error '502 Bad Gateway' for url 'http://www.cdtv.com.cn'","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-1aa8154a-3961-472a-8cb1-5690800b50c5-13524d19-a573-46a4-81cc-537f0d4bac63.json","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-1aa8154a-3961-472a-8cb1-5690800b50c5-13524d19-a573-46a4-81cc-537f0d4bac63.log"
"10ec9e4c-fd47-49bb-ae8e-65e016b1b1a1","f2467aa6-7d5f-4b08-b43b-37f8122cf1c0","徐州广播电视台","http://www.xztv.com.cn","website","html","false","failed","原有/共用规则","未提取到列表链接（未证明当天无更新）","1","0","0","0","0","0","0","0","0","0","","empty_list","[32m2026-09-24 13:42:14[0m | [33m[1mWARNING [0m | [fetch] http 内容不足/疑似空壳，改用 playwright: http://www.xztv.com.cn","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-10ec9e4c-fd47-49bb-ae8e-65e016b1b1a1-96924dfc-b0be-45fe-8956-90c290b422b2.json","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-10ec9e4c-fd47-49bb-ae8e-65e016b1b1a1-96924dfc-b0be-45fe-8956-90c290b422b2.log"
"6379d28d-501c-46ce-a819-6b7bb0d0e4fb","53ad7842-8878-4b65-bbe2-b727ff053a3e","西藏广播电视台","http://www.xztv.tv","website","html","false","failed","原有/共用规则","HTTP 5xx（站点或代理）","1","0","0","0","0","0","0","0","0","0","","empty_list","[32m2026-09-24 13:42:19[0m | [33m[1mWARNING [0m | [fetch] http 失败，准备 playwright: http://www.xztv.tv -> Server error '502 Bad Gateway' for url 'http://www.xztv.tv'","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-6379d28d-501c-46ce-a819-6b7bb0d0e4fb-6de1dbbf-d51e-4896-9da4-84692713a26a.json","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-6379d28d-501c-46ce-a819-6b7bb0d0e4fb-6de1dbbf-d51e-4896-9da4-84692713a26a.log"
"238071ef-bf94-483d-9d41-c7971110c253","b027702f-1c50-434a-971e-0d032727013e","常州广播电视台","http://www.cztv.tv","website","html","false","failed","原有/共用规则","未提取到列表链接（未证明当天无更新）","1","0","0","0","0","0","0","0","0","0","","empty_list","[32m2026-09-24 13:42:14[0m | [33m[1mWARNING [0m | [fetch] http 内容不足/疑似空壳，改用 playwright: http://www.cztv.tv","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-238071ef-bf94-483d-9d41-c7971110c253-1fac9877-7929-474f-bb49-173abda1f4c6.json","e3f6940c-52f7-44b8-8566-f4fdc2ad4aa0-238071ef-bf94-483d-9d41-c7971110c253-1fac9877-7929-474f-bb49-173abda1f4c6.log"
